# LAST version 984
#
# a=1 b=1 A=1 B=1 e=30 d=12 x=29 y=9 z=29 D=1e+06 E=6.97739e+07
# R=10 u=0 s=2 S=0 M=0 T=0 m=10 l=1 n=10 k=1 w=1000 t=0.910239 j=3 Q=0
# sva_list.fa.lastdb
# Reference sequences=5 normal letters=7166
# lambda=0.661467 K=0.0260716
#
#     A   C   G   T   M   S   K   W   R   Y   B   D   H   V
# A   1  -1  -1  -1   0  -1  -1   0   0  -1  -1   0   0   0
# C  -1   1  -1  -1   0   0  -1  -1  -1   0   0  -1   0   0
# G  -1  -1   1  -1  -1   0   0  -1   0  -1   0   0  -1   0
# T  -1  -1  -1   1  -1  -1   0   0  -1   0   0   0   0  -1
# M   0   0  -1  -1   0   0  -1   0   0   0   0   0   0   0
# S  -1   0   0  -1   0   0   0  -1   0   0   0   0   0   0
# K  -1  -1   0   0  -1   0   0   0   0   0   0   0   0   0
# W   0  -1  -1   0   0  -1   0   0   0   0   0   0   0   0
# R   0  -1   0  -1   0   0   0   0   0  -1   0   0   0   0
# Y  -1   0  -1   0   0   0   0   0  -1   0   0   0   0   0
# B  -1   0   0   0   0   0   0   0   0   0   0   0   0   0
# D   0  -1   0   0   0   0   0   0   0   0   0   0   0   0
# H   0   0  -1   0   0   0   0   0   0   0   0   0   0   0
# V   0   0   0  -1   0   0   0   0   0   0   0   0   0   0
#
# Coordinates are 0-based.  For - strand matches, coordinates
# in the reverse complement of the 2nd sequence are used.
#
# score	name1	start1	alnSize1	strand1	seqSize1	name2	start2	alnSize2	strand2	seqSize2	blocks
# batch 0
40	SVA_B#Other/Other	246	201	+	1383	AluJb#SINE/Alu	80	213	-	298	64,0:1,3,0:3,8,0:1,13,0:2,21,3:0,7,0:1,3,0:1,6,0:1,2,1:0,8,0:2,5,0:3,40,0:1,9,0:1,3,1:0,4	EG2=8.4e+04	E=8.8e-08
39	SVA_A#Other/Other	239	201	+	1640	AluJb#SINE/Alu	80	213	-	298	64,0:1,7,3:0,39,0:6,6,0:1,3,0:1,6,0:1,2,1:0,8,0:2,4,1:0,4,0:1,6,0:3,30,0:1,9,0:1,3,1:0,4	EG2=1.6e+05	E=1.8e-07
38	SVA_D#Other/Other	247	201	+	1386	AluJb#SINE/Alu	80	213	-	298	64,0:1,7,3:0,39,0:6,6,0:1,3,0:1,6,0:1,2,1:0,8,0:2,5,0:3,40,0:1,9,0:1,3,1:0,4	EG2=3.2e+05	E=3.8e-07
34	SVA_B#Other/Other	195	95	+	1383	AluJb#SINE/Alu	0	92	-	298	4,2:0,51,0:1,17,1:0,3,1:0,16	EG2=4.5e+06	E=6.8e-06
34	SVA_E#Other/Other	201	90	+	1382	AluJb#SINE/Alu	3	89	-	298	52,0:1,17,1:0,3,1:0,16	EG2=4.5e+06	E=6.8e-06
34	SVA_E#Other/Other	247	197	+	1382	AluJb#SINE/Alu	80	213	-	298	64,0:1,7,3:0,39,0:6,6,0:1,3,0:1,6,0:1,2,1:0,9,0:3,4,0:3,1,0:2,26,0:1,9,0:1,9,0:1,3,1:0,4	EG2=4.5e+06	E=6.8e-06
33	SVA_B#Other/Other	130	58	+	1383	AluJb#SINE/Alu	235	58	-	298	25,0:1,3,1:0,29	EG2=8.6e+06	E=1.4e-05
32	SVA_D#Other/Other	203	88	+	1386	AluJb#SINE/Alu	5	87	-	298	56,0:1,11,1:0,3,1:0,16	EG2=1.7e+07	E=2.8e-05
31	SVA_D#Other/Other	130	58	+	1386	AluJb#SINE/Alu	235	58	-	298	25,0:1,4,1:0,28	EG2=3.2e+07	E=5.7e-05
31	SVA_E#Other/Other	130	58	+	1382	AluJb#SINE/Alu	235	58	-	298	25,0:1,4,1:0,28	EG2=3.2e+07	E=5.7e-05
30	SVA_F#Other/Other	254	183	+	1375	AluJb#SINE/Alu	98	195	-	298	46,0:1,7,3:0,49,0:2,5,0:2,10,0:1,5,0:3,4,0:1,1,0:4,36,0:1,9,0:1,3,1:0,4	EG2=6.3e+07	E=0.00012
131	SVA_B#Other/Other	56	257	+	1383	AluJo#SINE/Alu	20	263	-	298	15,1:0,1,1:0,1,3:0,46,0:5,5,0:1,2,0:5,79,1:0,99,0:1,3	EG2=6.1e-22	E=6.4e-40
126	SVA_D#Other/Other	56	258	+	1386	AluJo#SINE/Alu	20	263	-	298	23,5:0,40,0:5,5,0:1,2,0:5,78,2:0,100,0:1,3	EG2=1.7e-20	E=4.5e-38
123	SVA_A#Other/Other	48	258	+	1640	AluJo#SINE/Alu	20	263	-	298	23,5:0,40,0:5,5,0:1,2,0:5,76,1:0,2,1:0,100,0:1,3	EG2=1.2e-19	E=5.7e-37
122	SVA_E#Other/Other	56	258	+	1382	AluJo#SINE/Alu	20	263	-	298	23,5:0,40,0:5,5,0:1,2,0:5,78,2:0,100,0:1,3	EG2=2.3e-19	E=1.3e-36
101	SVA_F#Other/Other	56	247	+	1375	AluJo#SINE/Alu	20	263	-	298	15,1:0,1,1:0,2,3:0,45,0:5,5,0:1,2,0:5,71,0:7,1,0:2,97,0:1,3	EG2=2.5e-13	E=6.2e-29
48	SVA_B#Other/Other	328	128	+	1383	AluJo#SINE/Alu	29	134	-	298	4,2:0,57,0:6,2,0:3,1,0:2,19,1:0,4,0:1,15,3:0,4,1:0,8,0:1,7	EG2=4.2e+02	E=2.3e-10
47	SVA_F#Other/Other	318	128	+	1375	AluJo#SINE/Alu	29	134	-	298	4,2:0,49,0:3,6,0:3,4,0:3,1,0:2,19,1:0,4,0:1,15,3:0,4,1:0,8,0:1,7	EG2=8.2e+02	E=4.8e-10
46	SVA_D#Other/Other	329	128	+	1386	AluJo#SINE/Alu	29	134	-	298	4,2:0,57,0:6,2,0:3,1,0:2,19,1:0,4,0:1,15,3:0,4,1:0,8,0:1,7	EG2=1.6e+03	E=1e-09
45	SVA_A#Other/Other	321	128	+	1640	AluJo#SINE/Alu	29	134	-	298	4,2:0,57,0:6,1,0:1,3,0:1,1,0:3,17,1:0,4,0:1,15,3:0,4,1:0,8,0:1,7	EG2=3.1e+03	E=2.2e-09
45	SVA_B#Other/Other	246	201	+	1383	AluJo#SINE/Alu	80	213	-	298	64,0:1,3,1:0,1,1:0,3,1:0,39,0:3,2,0:3,4,0:1,3,0:1,6,0:1,2,1:0,8,0:2,5,0:3,40,0:1,9,0:1,3,1:0,4	EG2=3.1e+03	E=2.2e-09
44	SVA_A#Other/Other	239	201	+	1640	AluJo#SINE/Alu	80	213	-	298	64,0:1,7,3:0,39,0:3,2,0:3,4,0:1,3,0:1,6,0:1,2,1:0,8,0:2,4,1:0,5,0:1,5,0:3,30,0:1,9,0:1,3,1:0,4	EG2=6e+03	E=4.6e-09
43	SVA_D#Other/Other	247	201	+	1386	AluJo#SINE/Alu	80	213	-	298	64,0:1,7,3:0,39,0:3,2,0:3,4,0:1,3,0:1,6,0:1,2,1:0,8,0:2,5,0:3,40,0:1,9,0:1,3,1:0,4	EG2=1.2e+04	E=9.6e-09
41	SVA_E#Other/Other	329	124	+	1382	AluJo#SINE/Alu	29	134	-	298	4,2:0,48,0:3,6,0:6,2,0:3,1,0:2,26,0:1,12,3:0,4,1:0,8,0:1,7	EG2=4.3e+04	E=4.2e-08
38	SVA_E#Other/Other	247	197	+	1382	AluJo#SINE/Alu	80	213	-	298	64,0:1,7,3:0,39,0:3,2,0:3,4,0:1,3,0:1,6,0:1,10,0:4,3,0:3,30,0:1,9,0:1,9,0:1,3,1:0,4	EG2=3.2e+05	E=3.8e-07
35	SVA_F#Other/Other	236	201	+	1375	AluJo#SINE/Alu	80	213	-	298	64,0:1,7,3:0,39,0:3,2,0:3,4,0:1,3,0:1,4,0:1,8,0:2,3,0:2,47,0:1,9,0:1,3,1:0,4	EG2=2.3e+06	E=3.3e-06
31	SVA_B#Other/Other	59	129	+	1383	AluJo#SINE/Alu	189	104	-	298	16,4:0,2,1:0,10,0:1,5,5:0,1,2:0,9,1:0,5,0:1,6,1:0,4,7:0,6,3:0,2,2:0,7,1:0,29	EG2=3.2e+07	E=5.7e-05
131	SVA_B#Other/Other	56	257	+	1383	AluJr#SINE/Alu	22	263	-	300	15,1:0,1,1:0,1,3:0,46,0:5,5,0:1,2,0:5,79,1:0,99,0:1,3	EG2=6.1e-22	E=7e-40
126	SVA_D#Other/Other	56	258	+	1386	AluJr#SINE/Alu	22	263	-	300	23,5:0,40,0:5,5,0:1,2,0:5,78,2:0,100,0:1,3	EG2=1.7e-20	E=4.9e-38
123	SVA_A#Other/Other	48	258	+	1640	AluJr#SINE/Alu	22	263	-	300	23,5:0,40,0:5,5,0:1,2,0:5,76,1:0,2,1:0,100,0:1,3	EG2=1.2e-19	E=6.2e-37
122	SVA_E#Other/Other	56	258	+	1382	AluJr#SINE/Alu	22	263	-	300	23,5:0,40,0:5,5,0:1,2,0:5,78,2:0,100,0:1,3	EG2=2.3e-19	E=1.4e-36
102	SVA_F#Other/Other	56	247	+	1375	AluJr#SINE/Alu	22	263	-	300	15,1:0,1,1:0,2,3:0,45,0:5,5,0:1,2,0:5,69,0:9,100,0:1,3	EG2=1.3e-13	E=2.9e-29
46	SVA_B#Other/Other	246	201	+	1383	AluJr#SINE/Alu	82	213	-	300	64,0:1,3,0:3,8,0:1,23,0:1,8,1:0,1,2:0,4,0:1,5,0:1,3,0:1,6,0:1,2,1:0,8,0:2,5,0:3,40,0:1,9,0:1,3,1:0,4	EG2=1.6e+03	E=1.1e-09
46	SVA_B#Other/Other	328	128	+	1383	AluJr#SINE/Alu	31	134	-	300	4,2:0,57,0:6,2,0:3,1,0:2,19,1:0,4,0:1,15,3:0,4,1:0,8,0:1,7	EG2=1.6e+03	E=1.1e-09
45	SVA_A#Other/Other	321	128	+	1640	AluJr#SINE/Alu	31	134	-	300	4,2:0,57,0:6,1,0:1,3,0:1,5,0:3,13,1:0,4,0:1,15,3:0,4,1:0,8,0:1,7	EG2=3.1e+03	E=2.2e-09
45	SVA_F#Other/Other	318	128	+	1375	AluJr#SINE/Alu	31	134	-	300	4,2:0,49,0:3,6,0:3,4,0:3,1,0:2,19,1:0,4,0:1,15,3:0,4,1:0,8,0:1,7	EG2=3.1e+03	E=2.2e-09
44	SVA_A#Other/Other	239	201	+	1640	AluJr#SINE/Alu	82	213	-	300	64,0:1,7,3:0,39,0:3,2,0:3,4,0:1,3,0:1,6,0:1,2,1:0,8,0:2,4,1:0,5,0:1,5,0:3,30,0:1,9,0:1,3,1:0,4	EG2=6e+03	E=4.7e-09
44	SVA_D#Other/Other	329	128	+	1386	AluJr#SINE/Alu	31	134	-	300	4,2:0,57,0:6,2,0:3,1,0:2,19,1:0,4,0:1,15,3:0,4,1:0,8,0:1,7	EG2=6e+03	E=4.7e-09
43	SVA_D#Other/Other	247	201	+	1386	AluJr#SINE/Alu	82	213	-	300	64,0:1,7,3:0,39,0:3,2,0:3,4,0:1,3,0:1,6,0:1,2,1:0,8,0:2,5,0:3,40,0:1,9,0:1,3,1:0,4	EG2=1.2e+04	E=9.9e-09
39	SVA_E#Other/Other	329	124	+	1382	AluJr#SINE/Alu	31	134	-	300	4,2:0,48,0:3,6,0:6,2,0:3,1,0:2,26,0:1,12,3:0,4,1:0,8,0:1,7	EG2=1.6e+05	E=1.9e-07
37	SVA_E#Other/Other	247	197	+	1382	AluJr#SINE/Alu	82	213	-	300	64,0:1,7,3:0,39,0:3,2,0:3,4,0:1,3,0:1,6,0:1,6,0:2,2,0:2,5,0:3,30,0:1,9,0:1,9,0:1,3,1:0,4	EG2=6.1e+05	E=8e-07
35	SVA_F#Other/Other	236	201	+	1375	AluJr#SINE/Alu	82	213	-	300	64,0:1,7,3:0,39,0:3,2,0:3,4,0:1,3,0:1,4,0:1,9,0:1,9,0:3,40,0:1,9,0:1,3,1:0,4	EG2=2.3e+06	E=3.4e-06
34	SVA_B#Other/Other	76	112	+	1383	AluJr#SINE/Alu	184	111	-	300	9,0:1,4,1:0,10,1:0,12,3:0,1,1:0,3,1:0,9,0:5,24,0:1,3,1:0,29	EG2=4.5e+06	E=6.9e-06
31	SVA_D#Other/Other	104	84	+	1386	AluJr#SINE/Alu	216	79	-	300	6,0:1,3,1:0,4,2:0,6,1:0,2,2:0,24,0:1,4,1:0,28	EG2=3.2e+07	E=5.8e-05
31	SVA_E#Other/Other	104	84	+	1382	AluJr#SINE/Alu	216	79	-	300	6,0:1,3,1:0,4,2:0,6,1:0,2,2:0,24,0:1,4,1:0,28	EG2=3.2e+07	E=5.8e-05
142	SVA_B#Other/Other	60	253	+	1383	AluSg4#SINE/Alu	26	257	-	298	11,1:0,1,1:0,1,3:0,47,0:2,5,0:3,1,0:6,72,1:0,59,2:0,45,0:1,3	EG2=4.2e-25	E=5.6e-44
135	SVA_A#Other/Other	52	254	+	1640	AluSg4#SINE/Alu	26	257	-	298	19,5:0,41,0:2,5,0:3,1,0:6,75,2:0,56,2:0,45,0:1,3	EG2=4.3e-23	E=2.1e-41
133	SVA_D#Other/Other	60	254	+	1386	AluSg4#SINE/Alu	26	257	-	298	19,5:0,41,0:2,5,0:3,1,0:6,72,2:0,59,2:0,45,0:1,3	EG2=1.6e-22	E=1.2e-40
129	SVA_E#Other/Other	60	254	+	1382	AluSg4#SINE/Alu	26	257	-	298	19,5:0,41,0:2,5,0:3,1,0:6,68,2:0,63,2:0,45,0:1,3	EG2=2.3e-21	E=3.5e-39
110	SVA_F#Other/Other	60	243	+	1375	AluSg4#SINE/Alu	26	257	-	298	11,1:0,1,1:0,2,3:0,46,0:2,5,0:3,1,0:6,61,0:7,2,0:2,59,2:0,45,0:1,3	EG2=6.6e-16	E=3.3e-32
63	SVA_A#Other/Other	294	261	+	1640	AluSg4#SINE/Alu	16	282	-	298	3,1:0,13,4:0,3,2:0,2,1:0,2,6:0,54,0:7,3,0:1,1,0:3,17,1:0,4,0:1,15,3:0,4,1:0,8,0:1,4,0:6,7,0:5,3,0:3,2,0:1,11,0:1,12,1:0,10,0:1,1,0:1,4,0:4,1,0:1,7,1:0,5,0:1,14,0:1,7,0:4,8,0:1,6,1:0,8	EG2=0.021	E=2e-15
63	SVA_B#Other/Other	301	155	+	1383	AluSg4#SINE/Alu	16	149	-	298	3,1:0,16,6:0,2,1:0,2,6:0,54,0:7,3,0:4,18,1:0,4,0:1,15,3:0,4,1:0,8,0:1,7	EG2=0.021	E=2e-15
62	SVA_D#Other/Other	302	155	+	1386	AluSg4#SINE/Alu	16	149	-	298	3,1:0,13,4:0,3,2:0,2,1:0,2,6:0,54,0:7,3,0:4,18,1:0,4,0:1,15,3:0,4,1:0,8,0:1,7	EG2=0.04	E=4.4e-15
62	SVA_F#Other/Other	291	155	+	1375	AluSg4#SINE/Alu	16	149	-	298	3,1:0,13,4:0,3,2:0,2,1:0,2,6:0,54,0:7,3,0:4,18,1:0,4,0:1,15,3:0,4,1:0,8,0:1,7	EG2=0.04	E=4.4e-15
55	SVA_E#Other/Other	302	151	+	1382	AluSg4#SINE/Alu	16	149	-	298	3,1:0,13,4:0,3,2:0,2,1:0,2,6:0,42,0:3,9,0:7,3,0:4,25,0:1,12,3:0,4,1:0,8,0:1,7	EG2=4.1	E=1.1e-12
43	SVA_B#Other/Other	246	201	+	1383	AluSg4#SINE/Alu	82	211	-	298	24,0:1,2,1:0,37,0:3,1,0:1,10,0:1,17,0:2,25,1:0,10,0:1,2,1:0,8,0:2,5,0:1,40,0:1,9,0:1,3,1:0,4	EG2=1.2e+04	E=9.6e-09
41	SVA_D#Other/Other	196	252	+	1386	AluSg4#SINE/Alu	0	293	-	298	49,0:7,2,0:4,1,0:2,2,0:1,6,0:1,2,0:2,2,0:3,4,0:7,1,0:4,46,0:3,1,0:1,10,0:1,17,0:2,25,1:0,10,0:1,2,1:0,8,0:2,5,0:1,40,0:1,9,0:1,3,1:0,4	EG2=4.3e+04	E=4.2e-08
39	SVA_A#Other/Other	188	252	+	1640	AluSg4#SINE/Alu	0	293	-	298	50,0:2,1,0:1,1,0:10,2,0:1,6,0:1,2,0:2,4,0:3,2,0:5,4,0:6,43,0:3,1,0:1,10,0:1,17,0:2,25,1:0,10,0:1,2,1:0,8,0:2,5,0:1,40,0:1,9,0:1,3,1:0,4	EG2=1.6e+05	E=1.8e-07
37	SVA_E#Other/Other	196	248	+	1382	AluSg4#SINE/Alu	0	293	-	298	49,0:7,2,0:4,1,0:2,2,0:1,6,0:1,2,0:2,2,0:3,4,0:7,1,0:4,46,0:3,1,0:1,10,0:1,17,0:2,25,1:0,10,0:1,6,0:2,2,0:2,5,0:1,30,0:1,9,0:1,9,0:1,3,1:0,4	EG2=6.1e+05	E=7.8e-07
34	SVA_B#Other/Other	101	87	+	1383	AluSg4#SINE/Alu	198	95	-	298	10,1:0,2,0:2,3,0:4,8,1:0,2,0:1,3,0:3,24,0:1,3,1:0,29	EG2=4.5e+06	E=6.8e-06
32	SVA_D#Other/Other	101	87	+	1386	AluSg4#SINE/Alu	198	95	-	298	10,1:0,2,0:2,3,0:4,8,1:0,2,0:1,3,0:3,24,0:1,4,1:0,28	EG2=1.7e+07	E=2.8e-05
32	SVA_E#Other/Other	101	87	+	1382	AluSg4#SINE/Alu	198	95	-	298	10,1:0,2,0:2,3,0:4,8,1:0,2,0:1,3,0:3,24,0:1,4,1:0,28	EG2=1.7e+07	E=2.8e-05
32	SVA_F#Other/Other	254	183	+	1375	AluSg4#SINE/Alu	100	193	-	298	48,0:1,5,0:1,6,0:3,15,0:2,29,1:0,6,0:1,7,1:0,3,0:2,7,0:1,38,0:1,9,0:1,3,1:0,4	EG2=1.7e+07	E=2.8e-05
30	SVA_A#Other/Other	93	87	+	1640	AluSg4#SINE/Alu	198	95	-	298	10,1:0,2,0:2,3,0:4,8,1:0,2,0:1,3,0:3,24,0:1,4,1:0,28	EG2=6.3e+07	E=0.00012
30	SVA_F#Other/Other	101	87	+	1375	AluSg4#SINE/Alu	198	95	-	298	10,1:0,2,0:2,3,0:4,8,1:0,2,0:1,3,0:3,22,0:1,5,1:0,29	EG2=6.3e+07	E=0.00012
150	SVA_B#Other/Other	60	253	+	1383	AluSg#SINE/Alu	24	257	-	296	11,1:0,1,1:0,1,3:0,47,0:2,5,0:3,1,0:6,72,1:0,59,2:0,45,0:1,3	EG2=2.1e-27	E=5.5e-47
141	SVA_D#Other/Other	60	254	+	1386	AluSg#SINE/Alu	24	257	-	296	19,5:0,41,0:2,5,0:3,1,0:6,72,2:0,59,2:0,45,0:1,3	EG2=8.1e-25	E=1.2e-43
139	SVA_A#Other/Other	52	254	+	1640	AluSg#SINE/Alu	24	257	-	296	19,5:0,41,0:2,5,0:3,1,0:6,75,2:0,56,2:0,45,0:1,3	EG2=3.1e-24	E=6.5e-43
137	SVA_E#Other/Other	60	254	+	1382	AluSg#SINE/Alu	24	257	-	296	19,5:0,41,0:2,5,0:3,1,0:6,68,2:0,63,2:0,45,0:1,3	EG2=1.1e-23	E=3.6e-42
118	SVA_F#Other/Other	60	243	+	1375	AluSg#SINE/Alu	24	257	-	296	11,1:0,1,1:0,2,3:0,46,0:2,5,0:3,1,0:6,61,0:7,2,0:2,59,2:0,45,0:1,3	EG2=3.3e-18	E=3.5e-35
63	SVA_B#Other/Other	301	155	+	1383	AluSg#SINE/Alu	14	149	-	296	3,1:0,16,6:0,2,1:0,2,6:0,54,0:7,3,0:4,18,1:0,4,0:1,15,3:0,4,1:0,8,0:1,7	EG2=0.021	E=1.9e-15
62	SVA_D#Other/Other	302	155	+	1386	AluSg#SINE/Alu	14	149	-	296	3,1:0,13,4:0,3,2:0,2,1:0,2,6:0,54,0:7,3,0:4,18,1:0,4,0:1,15,3:0,4,1:0,8,0:1,7	EG2=0.04	E=4.2e-15
62	SVA_F#Other/Other	291	155	+	1375	AluSg#SINE/Alu	14	149	-	296	3,1:0,13,4:0,3,2:0,2,1:0,2,6:0,54,0:7,3,0:4,18,1:0,4,0:1,15,3:0,4,1:0,8,0:1,7	EG2=0.04	E=4.2e-15
61	SVA_A#Other/Other	294	155	+	1640	AluSg#SINE/Alu	14	149	-	296	3,1:0,13,4:0,3,2:0,2,1:0,2,6:0,54,0:7,3,0:1,1,0:3,17,1:0,4,0:1,15,3:0,4,1:0,8,0:1,7	EG2=0.078	E=9.3e-15
55	SVA_E#Other/Other	302	151	+	1382	AluSg#SINE/Alu	14	149	-	296	3,1:0,13,4:0,3,2:0,2,1:0,2,6:0,42,0:3,9,0:7,3,0:4,25,0:1,12,3:0,4,1:0,8,0:1,7	EG2=4.1	E=1e-12
46	SVA_B#Other/Other	246	201	+	1383	AluSg#SINE/Alu	80	211	-	296	24,0:1,2,1:0,37,0:1,7,0:3,5,0:1,16,0:2,18,3:0,9,0:2,6,0:1,7,1:0,3,0:2,7,0:1,38,0:1,9,0:1,3,1:0,4	EG2=1.6e+03	E=9.9e-10
43	SVA_D#Other/Other	203	245	+	1386	AluSg#SINE/Alu	5	286	-	296	43,0:2,1,0:1,1,0:10,2,0:1,6,0:1,2,0:2,4,0:3,2,0:5,4,0:6,43,0:1,7,3:0,39,0:6,9,0:2,6,0:1,7,1:0,3,0:2,7,0:1,38,0:1,9,0:1,3,1:0,4	EG2=1.2e+04	E=9.3e-09
41	SVA_A#Other/Other	257	183	+	1640	AluSg#SINE/Alu	98	193	-	296	46,0:1,7,3:0,13,0:3,3,0:1,8,2:0,5,0:1,6,0:3,8,0:2,9,0:1,2,1:0,8,0:2,5,0:1,40,0:1,9,0:1,3,1:0,4	EG2=4.3e+04	E=4.1e-08
40	SVA_E#Other/Other	201	243	+	1382	AluSg#SINE/Alu	3	288	-	296	44,0:7,2,0:4,1,0:2,2,0:1,6,0:1,2,0:2,2,0:3,4,0:7,1,0:4,46,0:1,3,0:3,8,0:1,17,0:2,17,0:4,1,0:1,7,1:0,10,1:0,6,0:1,6,0:1,30,0:1,9,0:1,9,0:1,3,1:0,4	EG2=8.4e+04	E=8.6e-08
36	SVA_F#Other/Other	254	183	+	1375	AluSg#SINE/Alu	98	193	-	296	46,0:1,7,0:3,5,0:1,16,0:2,17,0:4,2,0:1,7,1:0,10,1:0,3,1:0,4,1:0,7,0:1,38,0:1,9,0:1,3,1:0,4	EG2=1.2e+06	E=1.6e-06
34	SVA_B#Other/Other	195	108	+	1383	AluSg#SINE/Alu	0	105	-	296	14,2:0,46,0:1,12,1:0,6,1:0,13,1:0,5,0:1,7	EG2=4.5e+06	E=6.6e-06
33	SVA_B#Other/Other	104	84	+	1383	AluSg#SINE/Alu	214	77	-	296	6,0:1,3,1:0,3,2:0,5,3:0,1,2:0,25,0:1,3,1:0,29	EG2=8.6e+06	E=1.4e-05
31	SVA_D#Other/Other	104	84	+	1386	AluSg#SINE/Alu	214	77	-	296	6,0:1,3,1:0,3,2:0,5,3:0,1,2:0,25,0:1,4,1:0,28	EG2=3.2e+07	E=5.7e-05
31	SVA_E#Other/Other	104	84	+	1382	AluSg#SINE/Alu	214	77	-	296	6,0:1,3,1:0,3,2:0,5,3:0,1,2:0,25,0:1,4,1:0,28	EG2=3.2e+07	E=5.7e-05
138	SVA_B#Other/Other	78	235	+	1383	AluSp#SINE/Alu	38	246	-	299	47,0:2,5,0:3,1,0:6,79,1:0,99,0:1,3	EG2=5.9e-24	E=1.8e-42
130	SVA_D#Other/Other	60	254	+	1386	AluSp#SINE/Alu	24	260	-	299	10,0:1,9,5:0,41,0:2,5,0:3,1,0:6,78,2:0,100,0:1,3	EG2=1.2e-21	E=1.6e-39
128	SVA_A#Other/Other	52	254	+	1640	AluSp#SINE/Alu	24	260	-	299	10,0:1,9,5:0,41,0:2,5,0:3,1,0:6,76,2:0,102,0:1,3	EG2=4.4e-21	E=8.6e-39
126	SVA_E#Other/Other	60	254	+	1382	AluSp#SINE/Alu	24	260	-	299	10,0:1,9,5:0,41,0:2,5,0:3,1,0:6,78,2:0,100,0:1,3	EG2=1.7e-20	E=4.7e-38
112	SVA_F#Other/Other	78	225	+	1375	AluSp#SINE/Alu	38	246	-	299	47,0:2,5,0:3,1,0:6,71,0:7,1,0:2,97,0:1,3	EG2=1.7e-16	E=6.4e-33
